Crop,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Irrigation,Yield_Tonnes_Per_Hectare
Maize,111.5,58.9,56.9,7.77,35.7,83.8,1218.0,Sprinkler,2.96
Maize,172.7,54.5,73.0,6.46,28.6,76.9,1274.5,Drip,3.24
Maize,160.0,62.9,59.5,6.24,26.1,72.8,772.5,Drip,3.93
Maize,131.5,72.3,48.2,6.32,24.6,63.4,900.6,Sprinkler,3.29
Maize,94.7,40.6,71.7,6.89,29.8,63.1,1236.3,Sprinkler,2.92
Maize,116.1,84.2,66.7,7.46,19.6,57.2,662.8,Drip,3.21
Maize,131.3,72.7,35.3,5.88,21.3,24.2,77.2,Rainfed,1.48
Maize,125.9,85.8,40.0,6.21,36.7,82.4,832.2,Sprinkler,3.09
Maize,127.6,45.4,50.2,4.5,32.9,54.4,1025.1,Sprinkler,2.97
Maize,84.7,60.2,60.7,7.32,28.2,85.9,1266.6,Drip,3.17
Maize,134.2,81.6,67.8,5.79,18.0,71.5,889.5,Drip,3.21
Cotton,142.3,43.0,53.5,6.78,34.7,61.4,498.1,Rainfed,0.97
Cotton,52.9,29.9,39.2,7.63,26.7,71.3,958.9,Flood,1.38
Cotton,141.1,46.8,37.6,6.26,26.2,41.9,906.8,Drip,1.77
Cotton,74.9,32.9,49.3,6.06,29.1,62.8,949.9,Sprinkler,1.49
Cotton,55.4,38.4,31.4,6.11,25.8,53.9,817.5,Flood,1.49
Cotton,79.6,49.0,22.1,5.92,28.4,82.4,977.2,Drip,1.62
Cotton,123.1,52.1,51.0,6.83,24.4,63.0,839.1,Sprinkler,1.66
Cotton,137.3,60.4,55.4,5.98,25.3,62.3,1077.2,Sprinkler,1.33
Cotton,64.7,36.5,47.8,6.16,27.0,51.9,679.9,Flood,1.47
Cotton,34.6,9.6,7.5,7.36,30.0,79.6,731.2,Sprinkler,1.36
Cotton,125.4,34.5,33.5,7.97,33.9,74.5,753.0,Flood,1.38
Cotton,147.1,39.0,38.0,7.59,30.8,78.0,1009.4,Drip,1.69
Cotton,125.1,63.1,44.9,8.1,22.2,55.6,1101.1,Drip,1.46
Cotton,118.6,48.1,51.3,6.87,23.9,52.8,804.1,Sprinkler,1.68
Cotton,128.9,50.8,49.6,6.24,21.0,79.3,460.4,Drip,1.49
Cotton,80.4,26.0,32.1,7.32,27.5,64.1,1101.3,Rainfed,1.3
Cotton,96.5,49.4,55.7,8.5,24.7,72.7,702.4,Drip,1.69
Cotton,53.2,55.4,31.9,7.27,26.0,47.5,725.7,Drip,1.81
Cotton,70.6,47.6,27.0,7.58,35.1,45.0,774.2,Drip,1.74
Cotton,102.0,65.7,41.2,7.33,28.0,82.7,1021.7,Drip,1.83
Cotton,93.6,61.5,51.1,6.23,34.0,53.1,638.0,Drip,1.68
Cotton,110.0,32.1,49.3,6.03,31.6,34.1,70.2,Rainfed,0.81
Cotton,21.7,13.1,6.5,6.42,35.8,54.0,690.1,Drip,1.43
Cotton,95.0,45.4,30.6,7.7,34.4,52.7,1068.2,Drip,1.74
Cotton,62.9,32.8,32.7,7.36,32.9,57.8,462.3,Sprinkler,1.64
Cotton,30.9,16.7,11.2,6.01,25.0,48.5,681.7,Flood,1.25
Cotton,121.0,32.9,51.4,7.3,31.7,49.4,459.3,Sprinkler,1.54
Cotton,147.6,49.2,55.7,6.2,20.5,41.8,870.0,Drip,1.54
Cotton,65.0,38.8,51.1,6.31,24.9,68.9,620.9,Drip,1.68
Cotton,133.0,37.9,34.4,7.0,39.6,47.8,686.0,Flood,1.36
Cotton,66.3,35.4,29.4,5.76,32.1,70.2,882.0,Drip,1.71
Cotton,67.5,34.4,25.8,4.56,37.3,49.0,973.1,Sprinkler,1.28
Cotton,142.9,36.3,44.5,6.47,30.1,75.4,1105.4,Flood,1.26
Cotton,120.9,26.0,37.2,8.06,29.8,54.0,1097.4,Drip,1.67
Cotton,86.6,40.1,42.9,4.89,22.8,52.7,637.1,Sprinkler,1.45
Cotton,88.5,40.7,44.8,7.12,41.8,70.9,698.4,Drip,1.78
Cotton,64.5,31.7,29.7,8.0,30.3,39.7,84.2,Rainfed,0.64
Cotton,53.2,36.1,26.8,8.11,29.4,58.2,759.6,Rainfed,1.2
Cotton,120.6,38.1,27.2,8.28,28.5,52.5,776.7,Rainfed,1.28
Cotton,93.1,35.7,57.3,8.38,36.9,71.0,635.9,Rainfed,1.01
Cotton,129.9,65.4,43.1,7.95,35.8,48.7,934.3,Drip,1.52
Cotton,133.0,68.4,32.8,7.19,30.2,82.9,782.9,Flood,1.54
Cotton,87.8,64.7,54.5,8.31,25.4,58.0,1096.3,Sprinkler,1.33
Cotton,75.4,51.2,44.6,4.55,33.2,58.6,580.0,Drip,1.61
Cotton,64.9,47.8,42.5,7.03,26.5,72.5,459.7,Rainfed,0.79
Cotton,52.0,37.5,25.2,7.55,26.4,74.5,565.5,Rainfed,1.12
Cotton,62.3,42.9,28.7,6.26,30.1,70.2,1129.3,Sprinkler,1.51
Cotton,26.8,10.5,6.5,7.05,22.3,70.7,536.8,Drip,1.49
Cotton,126.9,45.6,47.1,7.76,22.8,83.5,1056.8,Drip,1.61
Cotton,118.9,39.4,46.0,6.94,45.4,62.9,811.0,Flood,1.4
Cotton,51.9,26.9,52.1,7.62,25.3,71.0,1034.0,Drip,1.52
Cotton,126.7,35.1,31.0,6.38,39.8,48.9,860.4,Rainfed,1.12
Cotton,106.0,52.0,33.9,4.98,22.7,71.4,633.5,Rainfed,1.07
Cotton,107.7,46.0,37.9,6.56,41.2,59.4,553.3,Drip,1.8
Cotton,119.5,66.3,40.9,7.85,21.8,49.5,801.7,Drip,1.68
Cotton,94.2,51.4,46.7,8.05,27.2,49.8,618.5,Rainfed,1.15
Cotton,146.7,45.8,32.3,6.9,26.1,51.5,875.0,Drip,1.84
Cotton,80.5,56.3,44.1,6.05,44.0,54.6,824.3,Drip,1.52
Cotton,117.8,34.1,39.2,7.92,29.5,64.1,1016.9,Flood,1.48
Cotton,124.1,31.5,28.9,7.74,27.7,23.0,199.5,Rainfed,0.79
Cotton,91.3,61.3,45.9,7.91,36.3,43.8,898.4,Drip,1.81
Cotton,144.5,63.3,38.8,6.64,23.1,58.0,693.2,Sprinkler,1.55
Cotton,147.4,57.2,44.6,6.64,20.7,53.0,1014.8,Drip,1.58
Cotton,66.2,31.7,34.3,4.86,30.9,59.8,782.9,Flood,1.47
Cotton,72.4,56.6,34.7,6.48,23.6,64.9,572.4,Drip,1.76
Cotton,107.5,35.1,52.5,7.78,28.3,61.3,729.0,Rainfed,1.32
Cotton,145.9,65.1,44.1,7.32,27.4,40.8,502.1,Flood,1.3
Cotton,144.4,41.5,54.2,6.55,30.9,40.9,817.5,Sprinkler,1.6
Cotton,105.3,50.6,44.4,4.37,31.1,79.4,949.1,Rainfed,1.1
Cotton,117.7,63.5,48.4,8.33,21.1,40.5,929.1,Drip,1.49
Cotton,83.6,37.2,39.8,6.93,30.2,70.3,709.7,Drip,1.96
Cotton,125.5,54.5,29.7,7.35,31.4,61.8,840.0,Sprinkler,1.63
Cotton,121.5,30.3,48.4,6.08,21.3,83.9,1165.6,Drip,1.36
Cotton,132.8,66.9,44.2,6.69,32.1,54.0,1127.9,Flood,1.31
Cotton,83.0,38.3,22.5,7.98,29.0,54.6,776.9,Flood,1.43
Cotton,83.8,33.2,43.3,7.03,37.3,41.4,915.1,Flood,1.47
Cotton,138.3,57.2,54.9,6.63,30.1,40.6,405.6,Drip,1.61
Cotton,60.6,52.1,28.8,5.09,36.3,67.9,836.1,Drip,1.51
Cotton,147.1,52.3,55.2,8.39,24.2,54.0,1016.0,Flood,1.2
Cotton,103.6,44.1,27.9,6.81,22.4,36.1,183.9,Rainfed,0.84
Cotton,119.9,45.8,39.8,6.08,26.8,48.4,1057.0,Rainfed,1.27
Cotton,76.1,34.4,41.3,7.5,34.0,32.6,184.1,Rainfed,0.85
Cotton,130.5,53.1,32.3,8.45,25.5,49.1,753.7,Drip,1.68
Cotton,115.6,47.1,22.4,7.41,34.3,58.8,1005.8,Drip,1.77
Cotton,84.4,44.6,49.5,5.16,28.7,54.3,651.3,Rainfed,1.19
Cotton,120.2,35.2,30.7,7.13,26.4,47.5,610.3,Drip,1.85
Cotton,99.5,29.6,27.5,5.99,32.3,44.2,1003.4,Drip,1.69
Cotton,58.2,61.2,39.1,8.07,32.0,70.7,1194.8,Drip,1.52
Cotton,96.3,27.2,21.8,6.03,33.0,65.5,842.7,Drip,1.76
Cotton,112.6,59.4,49.7,7.15,37.2,57.6,1111.0,Drip,1.66
Cotton,56.2,60.1,36.4,6.34,24.6,80.6,1067.1,Sprinkler,1.41
Cotton,141.2,31.0,36.4,6.66,30.0,60.6,815.1,Drip,1.96
Cotton,74.9,33.5,23.6,7.84,28.5,68.2,982.1,Flood,1.26
Cotton,114.0,47.0,52.0,8.15,23.4,46.1,904.3,Drip,1.62
Cotton,75.9,57.9,42.9,4.92,25.2,53.2,760.6,Flood,1.38
Cotton,145.8,56.9,44.6,7.74,29.6,62.7,1081.0,Flood,1.32
Cotton,138.7,68.0,46.6,7.11,23.3,71.7,633.3,Drip,1.73
Cotton,113.2,46.1,45.6,7.4,28.3,57.1,706.2,Sprinkler,1.74
Cotton,95.5,67.6,24.3,6.67,28.4,40.8,692.0,Drip,1.72
Cotton,101.2,31.1,48.4,5.98,36.8,81.9,658.0,Rainfed,1.17
Cotton,141.9,54.5,29.8,8.2,23.7,49.6,616.9,Drip,1.69
Cotton,59.7,67.0,54.6,5.85,27.2,76.6,889.3,Flood,1.28
Cotton,99.9,27.3,42.4,5.84,32.1,76.0,868.0,Rainfed,1.29
Cotton,148.7,56.5,27.2,8.38,33.4,42.7,926.1,Flood,1.25
Cotton,85.9,61.2,49.6,7.22,23.1,51.3,990.8,Flood,1.38
Cotton,110.7,57.2,30.9,8.0,27.0,79.2,640.6,Rainfed,1.13
Cotton,56.3,56.4,40.5,7.04,24.5,71.8,552.6,Sprinkler,1.57
Cotton,121.1,51.4,39.5,4.11,33.1,50.8,893.2,Sprinkler,1.38
Cotton,127.9,38.0,35.8,7.77,39.4,60.5,1063.6,Rainfed,1.08
Cotton,97.2,36.0,32.1,7.68,29.5,27.9,143.4,Rainfed,0.89
Cotton,126.8,32.3,48.1,7.38,21.2,75.0,706.5,Drip,1.61
Cotton,130.6,30.9,56.4,7.25,23.7,45.9,873.2,Sprinkler,1.51
Cotton,117.0,53.3,44.7,4.85,26.1,75.2,946.7,Flood,1.27
Cotton,107.1,36.2,39.3,7.97,29.4,82.7,1078.0,Drip,1.75
Cotton,92.7,52.7,31.6,8.41,32.2,58.0,916.0,Sprinkler,1.6
Cotton,30.6,15.2,7.4,6.64,37.0,73.9,848.9,Sprinkler,1.41
Cotton,99.2,35.6,36.2,4.72,27.2,72.3,920.2,Rainfed,1.19
Cotton,80.2,64.2,57.5,7.58,39.8,69.7,986.8,Sprinkler,1.47
Cotton,65.2,61.3,55.0,7.45,26.9,46.9,612.1,Drip,1.76
Cotton,102.0,38.5,47.0,6.72,26.6,26.7,71.7,Rainfed,0.85
Cotton,67.6,44.0,38.0,5.76,20.3,63.4,956.8,Rainfed,1.09
Cotton,133.8,55.2,28.8,6.99,38.2,54.7,799.0,Rainfed,1.19
Cotton,124.7,36.5,36.3,5.93,32.1,44.7,1068.7,Flood,1.27
Cotton,16.1,6.8,11.1,6.37,30.5,65.7,649.0,Flood,1.2
Cotton,72.2,28.4,40.5,5.87,35.3,72.4,1105.4,Sprinkler,1.39
Cotton,67.5,55.9,49.5,6.62,26.4,65.1,1089.0,Drip,1.64
Cotton,110.0,68.7,24.5,6.05,36.5,78.9,756.4,Flood,1.43
Cotton,80.8,60.1,33.4,5.71,39.2,66.6,1055.6,Flood,1.24
Cotton,29.9,16.8,9.1,8.1,35.8,55.4,579.6,Flood,1.02
Cotton,112.5,45.3,27.6,7.89,42.9,79.0,558.9,Flood,1.48
Cotton,129.8,45.7,38.6,6.86,27.0,53.8,671.7,Rainfed,1.23
Cotton,128.4,57.1,28.2,7.81,43.5,79.7,736.1,Drip,1.6
Cotton,98.0,32.5,32.9,6.33,37.6,61.7,850.5,Sprinkler,1.6
Cotton,72.9,50.4,26.4,4.68,25.4,78.2,667.8,Sprinkler,1.59
Cotton,71.5,53.7,52.8,7.8,37.4,64.1,1001.5,Drip,1.54
Cotton,142.5,63.5,26.1,6.18,27.2,53.1,891.8,Rainfed,1.02
Cotton,115.4,62.0,40.3,6.28,30.5,65.0,994.0,Drip,1.63
Cotton,94.7,58.3,48.5,6.44,31.4,80.2,780.2,Rainfed,1.22
Cotton,108.1,44.1,36.5,8.16,28.3,29.1,97.8,Rainfed,0.82
Cotton,68.8,49.0,31.2,7.75,36.7,72.2,984.2,Sprinkler,1.59
Cotton,92.6,53.8,30.6,5.9,28.3,60.8,605.1,Flood,1.43
Cotton,106.9,66.9,42.9,5.74,27.1,46.4,1139.7,Drip,1.62
Cotton,73.3,62.3,32.4,8.48,20.8,45.8,579.7,Flood,1.25
Cotton,133.0,39.7,47.6,5.96,33.2,54.3,999.8,Drip,1.59
Cotton,74.9,40.9,55.7,7.32,27.3,82.7,663.3,Drip,1.83
Cotton,102.7,68.2,41.3,5.77,32.1,46.5,1038.8,Flood,1.34
Cotton,128.1,31.8,39.1,6.8,32.2,42.0,1001.7,Drip,1.73
Cotton,76.8,56.9,32.9,7.73,25.7,73.9,424.5,Drip,1.7
Cotton,55.4,33.6,55.1,8.44,34.8,51.3,608.4,Sprinkler,1.49
Cotton,75.0,30.2,32.5,7.65,45.8,52.1,979.5,Rainfed,1.07
Cotton,82.3,41.2,45.5,7.47,24.6,80.4,1090.2,Sprinkler,1.46
Cotton,117.2,34.0,45.6,6.41,20.4,71.5,915.8,Sprinkler,1.43
Cotton,144.3,51.4,45.1,5.88,23.3,53.5,831.5,Flood,1.24
Cotton,76.1,66.8,44.3,6.14,34.4,72.5,933.2,Drip,1.55
Cotton,61.5,61.0,45.0,7.12,26.9,48.3,485.2,Rainfed,0.91
Cotton,55.3,50.2,35.7,7.86,20.8,58.1,1039.3,Sprinkler,1.47
Cotton,60.6,31.3,45.8,7.59,39.6,72.0,794.6,Flood,1.38
Cotton,61.3,58.7,39.8,7.26,28.2,60.7,492.8,Flood,1.41
Cotton,131.5,34.0,28.7,7.51,36.9,61.2,981.6,Rainfed,1.09
Cotton,90.9,67.3,24.2,6.92,31.1,58.2,568.5,Sprinkler,1.72
Cotton,114.5,35.7,47.8,6.42,23.5,71.1,1074.2,Sprinkler,1.36
Cotton,64.0,67.1,50.3,7.57,30.8,75.6,795.8,Drip,1.79
Cotton,119.0,36.9,25.1,7.43,25.2,76.2,929.5,Rainfed,1.37
Cotton,121.6,51.4,33.0,5.77,35.0,49.7,1067.6,Sprinkler,1.41
Cotton,137.0,63.1,34.7,6.28,35.5,59.5,553.6,Rainfed,1.12
Cotton,81.6,39.4,33.6,7.6,21.2,81.8,578.0,Rainfed,1.2
Cotton,98.3,35.6,25.8,5.13,36.8,50.7,703.9,Sprinkler,1.45
Cotton,98.8,40.9,53.6,6.16,23.0,66.0,926.0,Drip,1.73
Cotton,144.2,36.2,45.5,7.77,29.0,82.2,989.3,Sprinkler,1.63
Cotton,137.6,41.0,32.1,6.3,20.8,41.9,1096.0,Flood,1.3
Cotton,111.5,62.4,38.7,8.14,27.2,81.7,958.9,Drip,1.76
Cotton,95.4,36.7,38.6,6.31,35.9,36.9,199.0,Rainfed,0.98
Cotton,107.3,58.8,31.3,7.92,36.8,36.8,189.7,Rainfed,0.81
Cotton,55.1,64.9,38.8,6.99,31.3,46.7,775.3,Flood,1.53
Cotton,10.1,10.4,12.3,7.76,37.1,66.3,627.3,Rainfed,0.92
Cotton,19.6,14.3,5.4,6.85,28.5,50.8,511.5,Drip,1.49
Cotton,136.3,31.2,42.8,6.96,28.4,51.4,697.8,Drip,1.79
Cotton,55.8,53.8,29.3,5.93,26.0,50.1,841.6,Sprinkler,1.44
Cotton,145.9,44.8,50.1,5.74,31.0,73.4,573.6,Drip,1.59
Cotton,88.5,44.6,38.3,7.85,22.1,74.6,950.9,Flood,1.38
Cotton,97.4,34.7,40.7,8.38,31.8,40.5,447.8,Rainfed,0.89
Cotton,91.4,53.1,22.1,8.21,30.4,61.0,1088.6,Rainfed,1.15
Cotton,68.0,61.0,35.9,8.32,39.0,45.2,1165.2,Sprinkler,1.29
Cotton,114.2,53.5,54.0,7.12,28.2,79.0,993.9,Rainfed,1.26
Cotton,88.7,44.9,30.5,7.55,27.3,75.4,497.2,Drip,1.77
Cotton,120.4,55.6,25.6,7.34,43.2,59.5,916.0,Flood,1.37
Cotton,63.3,58.8,26.8,7.27,36.4,45.4,749.3,Rainfed,1.31
Cotton,94.0,32.6,46.1,7.58,46.7,69.3,970.2,Rainfed,1.01
Cotton,78.6,37.4,27.6,6.61,24.0,68.5,855.3,Sprinkler,1.56
Cotton,141.5,55.3,48.2,8.04,27.0,42.8,898.0,Drip,1.58
Cotton,123.8,59.6,32.2,7.13,32.4,76.9,1009.1,Rainfed,1.24
Cotton,62.8,65.2,57.4,6.21,20.8,52.4,1067.9,Drip,1.41
Cotton,89.9,58.0,32.1,6.94,23.6,62.3,848.3,Rainfed,1.24
Cotton,52.0,53.2,35.5,6.54,33.2,77.6,846.7,Drip,1.7
Cotton,96.6,49.2,45.6,5.75,30.0,66.5,674.7,Flood,1.45
Cotton,85.3,40.6,42.8,8.42,39.7,66.1,400.9,Rainfed,0.73
Cotton,87.1,61.6,35.7,5.8,36.4,64.6,670.5,Drip,1.6
Cotton,113.7,63.8,40.6,7.83,35.3,69.9,596.7,Flood,1.43
Cotton,55.4,36.1,49.0,5.89,22.9,71.2,1114.1,Sprinkler,1.29
Cotton,73.2,64.9,38.5,6.33,37.1,51.4,645.3,Flood,1.4
Cotton,91.4,40.6,25.5,5.81,34.5,69.0,625.9,Drip,1.79
Cotton,80.3,28.0,26.4,8.05,34.6,69.9,504.5,Sprinkler,1.47
Cotton,135.8,26.1,46.1,5.75,34.1,68.6,518.7,Flood,1.29
Cotton,84.5,47.4,38.0,6.14,31.8,73.4,1133.5,Flood,1.34
Cotton,121.8,60.3,39.1,6.02,28.8,77.9,877.3,Flood,1.52
Cotton,124.5,52.5,39.7,7.69,43.6,71.5,685.9,Flood,1.31
Cotton,59.6,49.8,30.5,6.09,24.4,66.0,452.1,Sprinkler,1.41
Cotton,92.7,36.8,30.0,6.94,45.5,66.2,844.3,Drip,1.7
Cotton,81.9,51.5,37.1,8.45,27.1,67.6,649.3,Rainfed,1.34
Cotton,108.2,39.7,38.6,6.32,29.2,42.0,113.2,Rainfed,0.79
Cotton,109.1,33.8,42.3,7.12,28.0,45.4,733.4,Drip,1.96
Cotton,142.2,41.8,48.7,7.18,34.1,51.7,1153.5,Sprinkler,1.45
Cotton,87.0,29.9,45.7,5.72,29.5,48.7,901.9,Rainfed,1.26
Cotton,99.8,66.0,53.5,7.9,25.9,64.5,579.1,Sprinkler,1.52
Cotton,132.9,64.5,36.3,5.75,37.2,47.8,897.5,Drip,1.54
Cotton,76.1,44.1,39.0,4.17,30.9,56.2,696.2,Rainfed,1.2
Cotton,54.2,31.3,46.1,6.29,37.2,42.6,572.4,Rainfed,1.21
Cotton,129.2,53.5,39.4,6.25,28.7,54.2,535.5,Rainfed,1.16
Cotton,138.6,54.9,30.3,7.31,38.9,72.5,951.6,Rainfed,1.13
Cotton,146.1,46.8,25.3,6.98,33.9,84.9,659.1,Sprinkler,1.65
Cotton,86.0,30.3,55.6,7.07,30.1,68.0,402.8,Rainfed,0.85
Cotton,86.3,34.2,42.7,7.88,45.1,45.6,608.1,Sprinkler,1.37
Cotton,87.2,40.1,30.4,7.31,39.3,49.0,476.2,Drip,1.7
Cotton,123.4,45.2,39.9,7.56,35.3,23.0,171.5,Rainfed,0.9
Cotton,95.4,43.9,39.7,8.35,31.0,82.9,544.2,Flood,1.51
Cotton,106.6,63.0,51.0,6.04,37.0,58.6,603.0,Flood,1.39
Cotton,130.6,37.0,21.4,7.09,22.0,73.9,620.9,Sprinkler,1.56
Cotton,65.9,53.7,54.5,7.6,36.2,44.9,600.6,Flood,1.36
Cotton,114.0,54.4,36.3,5.82,35.7,70.5,778.2,Flood,1.34
Cotton,129.5,47.9,26.0,6.3,33.1,57.3,1069.2,Rainfed,1.07
Cotton,88.2,59.8,34.0,6.17,20.7,57.4,1122.8,Drip,1.54
Cotton,64.8,49.5,31.2,5.88,21.0,45.2,457.1,Flood,1.25
Cotton,84.8,43.7,54.9,8.25,34.3,79.8,655.7,Sprinkler,1.66
Cotton,90.5,68.4,51.0,6.92,34.5,52.1,480.1,Sprinkler,1.66
Cotton,52.6,60.9,34.3,7.33,21.5,47.9,1111.8,Sprinkler,1.35
Cotton,149.4,52.9,50.1,7.89,27.1,65.8,1066.4,Flood,1.23
Cotton,33.0,14.7,14.9,6.87,28.7,51.0,557.9,Flood,1.21
Cotton,73.9,52.5,32.1,7.79,23.9,38.9,64.7,Rainfed,0.79
Cotton,123.3,33.0,31.6,8.12,37.7,42.0,534.5,Drip,1.49
Cotton,105.9,54.3,33.3,6.77,31.9,43.1,604.7,Drip,2.03
Cotton,108.3,42.3,30.2,4.48,23.2,69.3,626.4,Rainfed,1.14
Cotton,56.9,26.3,56.6,6.24,36.4,65.3,611.6,Drip,1.51
Cotton,91.1,55.9,54.0,7.95,25.5,79.6,1066.7,Rainfed,1.23
Cotton,81.6,68.8,22.6,6.15,37.9,42.7,1109.5,Flood,1.2
Cotton,112.8,47.5,48.4,5.04,27.3,48.0,972.1,Rainfed,1.06
Cotton,75.5,44.3,44.2,6.42,21.0,40.5,417.7,Drip,1.65
Cotton,75.5,59.6,32.7,6.28,30.7,41.4,151.7,Rainfed,0.84
Cotton,122.7,54.5,52.8,8.14,31.6,59.3,913.3,Flood,1.27
Cotton,72.8,44.1,46.8,6.5,43.9,49.6,697.5,Drip,1.62
Cotton,139.2,50.6,40.4,6.15,34.3,71.6,1173.6,Drip,1.47
Cotton,93.8,49.8,50.8,6.32,26.9,74.8,856.4,Drip,1.93
Cotton,69.6,60.6,26.0,6.38,24.9,79.5,559.2,Flood,1.27
Cotton,149.4,62.0,48.1,8.14,32.7,78.0,608.9,Drip,1.5
Cotton,102.9,41.2,43.9,5.79,39.4,81.6,1148.2,Sprinkler,1.5
Cotton,145.0,64.8,49.9,6.84,31.3,75.7,618.4,Sprinkler,1.6
Cotton,108.6,68.5,43.1,7.9,34.5,71.6,973.1,Sprinkler,1.56
Cotton,97.1,26.9,30.0,6.13,37.7,52.4,510.8,Drip,1.56
Cotton,145.4,67.2,37.3,7.5,32.0,55.8,755.3,Drip,1.78
Cotton,74.7,45.5,38.7,7.27,36.4,71.1,930.5,Sprinkler,1.67
Cotton,149.1,57.3,29.5,5.99,28.3,78.5,977.5,Flood,1.24
Cotton,63.8,30.5,23.0,7.29,24.9,73.0,949.0,Drip,1.68
Cotton,135.4,51.3,40.0,7.78,36.3,70.9,752.0,Sprinkler,1.71
Cotton,102.0,56.1,53.5,8.26,25.6,48.5,609.0,Flood,1.31
Cotton,69.5,34.7,42.1,4.02,23.9,74.6,922.5,Sprinkler,1.37
Cotton,145.0,47.7,54.4,8.41,36.9,53.9,557.0,Sprinkler,1.42
Cotton,21.5,8.2,11.8,7.92,28.0,74.5,715.5,Sprinkler,1.33
Cotton,141.3,45.9,31.2,6.1,20.1,63.9,485.7,Sprinkler,1.29
Cotton,126.3,33.0,28.9,5.15,22.6,79.2,502.3,Rainfed,1.03
Cotton,105.1,28.6,40.9,8.2,33.6,72.4,468.0,Drip,1.73
Cotton,18.6,16.5,13.5,6.46,32.0,47.5,918.4,Sprinkler,1.34
Cotton,83.4,56.2,45.7,7.96,25.9,63.0,934.1,Drip,1.8
Cotton,145.3,26.8,56.0,6.31,21.0,53.2,1029.0,Flood,1.12
Cotton,105.0,43.7,44.8,6.05,31.8,38.3,199.0,Rainfed,0.76
Cotton,96.6,57.0,43.2,7.12,28.5,30.1,83.9,Rainfed,0.93
Cotton,74.9,36.2,28.1,6.42,22.5,36.9,110.2,Rainfed,0.88
Cotton,57.7,43.7,30.2,7.03,38.4,72.6,929.6,Sprinkler,1.65
Cotton,54.2,51.0,41.3,6.67,24.0,76.3,443.1,Drip,1.55
Cotton,113.5,59.1,33.0,7.77,37.2,55.5,671.9,Flood,1.41
Cotton,68.3,30.9,27.8,6.95,33.0,55.1,924.8,Rainfed,1.27
Cotton,127.2,66.1,46.9,8.21,24.7,55.5,1002.3,Sprinkler,1.38
Cotton,137.4,38.5,51.1,6.13,26.7,63.3,581.2,Sprinkler,1.4
Cotton,113.2,39.3,29.7,8.16,36.7,50.3,428.5,Flood,1.33
Cotton,60.9,51.1,37.6,7.87,24.2,60.4,525.0,Rainfed,1.21
Cotton,92.7,65.7,23.9,7.95,24.3,54.6,815.5,Flood,1.47
Cotton,108.5,43.0,55.6,6.39,36.1,67.5,701.5,Drip,1.66
Cotton,27.3,13.9,5.4,7.33,29.8,48.7,639.0,Sprinkler,1.4
Cotton,110.5,44.5,51.1,8.29,32.8,76.9,447.2,Rainfed,0.82
Cotton,81.8,43.5,45.1,6.36,26.7,68.8,657.7,Rainfed,1.23
Cotton,63.8,58.7,23.7,5.74,38.0,66.2,681.5,Drip,1.55
Cotton,147.8,53.1,37.3,7.08,33.6,44.6,662.7,Drip,1.97
Cotton,67.0,40.1,34.5,7.02,29.5,26.4,177.5,Rainfed,0.81
Cotton,74.8,44.2,49.2,7.7,36.4,56.7,996.0,Rainfed,1.14
Cotton,66.7,50.2,28.3,5.06,30.2,47.9,808.4,Flood,1.38
Cotton,127.4,48.8,50.2,7.37,26.3,65.2,826.8,Flood,1.51
Cotton,91.5,58.7,24.9,7.88,27.4,41.8,690.6,Sprinkler,1.59
Cotton,124.0,51.7,45.6,6.79,29.8,84.5,571.1,Sprinkler,1.75
Cotton,126.4,58.7,31.9,5.93,20.2,59.2,728.3,Rainfed,1.01
Cotton,99.4,51.6,24.7,6.77,38.9,66.5,675.6,Sprinkler,1.63
Cotton,78.0,47.5,56.0,6.18,34.4,67.7,943.7,Sprinkler,1.6
Cotton,88.0,43.8,47.7,7.97,46.8,76.0,504.1,Flood,1.22
Sugarcane,155.4,78.9,116.0,4.79,22.8,63.1,1328.6,Sprinkler,46.65
Sugarcane,223.1,57.5,112.8,6.65,27.5,36.5,250.8,Rainfed,27.71
Sugarcane,130.9,99.8,58.1,6.2,33.1,89.2,1384.5,Drip,52.21
Sugarcane,245.5,53.0,102.0,7.71,26.7,80.3,1044.4,Sprinkler,49.88
Sugarcane,32.0,12.0,31.1,6.1,28.3,71.1,1484.8,Rainfed,32.61
Sugarcane,104.7,96.7,61.1,6.38,31.0,73.1,986.5,Flood,44.69
Sugarcane,228.5,81.7,156.7,6.01,34.8,60.1,1601.5,Sprinkler,50.93
Sugarcane,220.3,64.5,110.5,6.19,23.7,78.1,2111.6,Drip,53.26
Sugarcane,234.4,60.7,137.8,6.29,41.6,63.4,1773.1,Drip,54.4
Sugarcane,275.6,90.8,80.2,7.18,28.8,77.3,1829.6,Flood,52.28
Sugarcane,137.0,47.1,97.7,5.74,26.4,69.7,1591.0,Rainfed,36.83
Sugarcane,238.7,61.6,69.7,4.01,30.1,89.9,1895.0,Sprinkler,47.32
Sugarcane,248.7,76.4,113.4,7.76,31.2,69.3,1104.2,Flood,48.42
Sugarcane,212.3,67.8,86.9,7.67,29.1,63.5,1299.3,Flood,50.26
Sugarcane,203.3,71.6,98.4,5.85,29.1,86.8,1611.8,Sprinkler,55.42
Sugarcane,128.3,61.3,123.4,7.61,25.3,28.4,107.7,Rainfed,24.83
